"","time","N","S","Sutrato","Biomasa"
"1",0,0.1,111,20,0.00412974776029641
"2",4,0.386795545216027,105.44384041045,18.998890164045,0.00624241618636346
"3",8,1.11424507606213,87.9067617039762,15.8390561628786,0.0116011453612474
"4",12,1.94839754214461,55.0339827367398,9.91603292553869,0.0177458976316879
"5",16,2.34864171078513,23.5218452182488,4.23817030959439,0.0206942810076129
"6",20,2.463854654075,7.18734269297863,1.29501670143759,0.0215429927523487
"7",24,2.49167903357367,1.83377639431937,0.330410161138625,0.0217479599808232
"8",28,2.49810095507634,0.440370551057851,0.0793460452356488,0.0217952668202065
"9",32,2.49956745347843,0.104088858283441,0.0187547492402596,0.0218060697246541
